Name;Min;Max;Calories;Gram_Prot;Gram_Fat;Gram_Carb
BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA 1 tbsp;0;1;70;3;2;190
BABYFOOD,PEARS,DICES,TODD 1 oz;0;1;57;3;1;136
BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR 1 tbsp;0;2;44;2;2;1164
BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR 1 tbsp;0;15;47;2;2;124
BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR 1 oz;0;12;51;0;0;141
BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR 1 oz;0;10;51;0;0;141
BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR 1 tbsp;0;15;66;37;1;1616
BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR 1 oz;0;11;37;1;1;101
BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR 1 oz;0;6;39;1;1;105
BABYFOOD,FRUIT,APPL & RASPBERRY,STR 1 oz;0;1;58;2;2;156
BABYFOOD,FRUIT,APPL & RASPBERRY,JR 1 oz;0;6;58;2;2;154
BABYFOOD,FRUIT & VEG,APPL & SWT POTATO 1 jar,  Gerber (4 oz);0;2;64;3;22;153
BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR 1 tbsp;0;5;68;2;1;184
BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR 1 tbsp;0;1;65;2;0;178
BABYFOOD,FRUIT,PEARS&PNAPPL,STR 1 tbsp;0;15;41;3;1;109
BABYFOOD,FRUIT,PEARS&PNAPPL,JR 1 tbsp;0;14;44;3;2;114
BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR 1 oz;0;14;63;2;1;170
BABYFOOD,PEACHES,DICES,TODD 1 oz;0;6;51;5;2;118
BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR 1 oz;0;11;70;2;1;189
BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR 1 tbsp;0;1;84;9;22;197
BABYFOOD,FRUIT,APPL&BLUEBERRY,STR 1 oz;0;10;61;2;2;163
BABYFOOD,FRUIT,APPL&BLUEBERRY,JR 1 oz;0;15;62;2;2;166
BABYFOOD,JUICE,APPLE 1 fl oz;0;13;47;0;1;117
BABYFOOD,APPLE-BANANA JUC 1 fl oz;0;4;51;2;1;123
BABYFOOD,JUC,APPL&PEACH 1 fl oz;0;5;43;2;1;105
BABYFOOD,APPLE-CRANBERRY JUC 1 fl oz;0;2;46;0;2;1149
BABYFOOD,JUC,APPL&PLUM 1 fl oz;0;10;49;1;0;123
BABYFOOD,JUC,APPL&PRUNE 1 fl oz;0;17;72;2;1;180
BABYFOOD,JUICE,ORANGE 1 fl oz;0;0;45;6;3;102
BABYFOOD,JUC,ORANGE&APPL 1 fl oz;0;15;43;4;2;101
BABYFOOD,JUC,ORANGE&APPL&BANANA 1 fl oz;0;10;47;4;1;115
BABYFOOD,JUC,ORANGE&APRICOT 1 fl oz;0;0;46;8;1;109
BABYFOOD,JUC,ORANGE&BANANA 1 fl oz;0;6;50;7;1;119
BABYFOOD,JUC,ORANGE&PNAPPL 1 fl oz;0;13;48;5;1;117
BABYFOOD,JUC,PRUNE&ORANGE 1 fl oz;0;1;70;6;3;168
BABYFOOD,JUC,MXD FRUIT 1 fl oz;0;11;47;1;1;116
BABYFOOD,CRL,BARLEY,DRY 1 tbsp;0;9;365;111;34;753
BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY .5 oz;0;5;402;126;48;771
BABYFOOD,CEREAL,MIXED,DRY 1 tbsp;0;19;379;122;44;733
BABYFOOD,CRL,MXD,W/BANANAS,DRY 1 tbsp;0;16;391;107;46;771
BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR 1 oz;0;16;82;12;5;179
BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR 1 oz;0;16;83;12;4;184
BABYFOOD,CRL,OATMEAL,DRY 1 tbsp;0;16;399;1307;80;6965
BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY 1 tbsp;0;14;393;120;60;734
BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR 1 oz;0;4;74;13;7;154
BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR 1 oz;0;18;75;13;7;157
BABYFOOD,CRL,OATMEAL,W/HONEY,DRY 1 tbsp;0;9;391;135;70;693
BABYFOOD,CEREAL,RICE,DRY 1 tbsp;0;0;391;71;49;776
BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR 1 tbsp;0;11;80;12;4;171
BABYFOOD,CRL,W/EGG YOLKS,STR 1 oz;0;0;51;19;18;70
BABYFOOD,CRL,W/EGG YOLKS,JR 1 oz;0;2;52;19;18;71
BABYFOOD,CRL,W/EGGS,STR 1 oz;0;3;58;22;15;80
BABYFOOD,CRL,EGG YOLKS&BACON,JR 1 oz;0;10;79;25;50;62
BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD 1 tbsp;0;3;402;105;705;7415
BABYFOOD,COOKIE,BABY,FRUIT 1 cookie;0;3;435;68;126;737
BABYFOOD,CRACKERS,VEG 1 cracker;0;9;476;84;196;669
BABYFOOD,CRL,RICE,W/MXD FRUIT,JR 1 tbsp;0;2;82;9;2;183
BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY 1 tbsp;0;16;374;254;65;576
BABYFOOD,CRL,RICE,W/BANANAS,DRY 1 tbsp;0;19;404;87;42;799
BABYFOOD,COOKIES 1 oz;0;0;433;118;132;671
BABYFOOD,COOKIES,ARROWROOT 1 oz;0;19;442;76;143;712
BABYFOOD,PRETZELS 1 oz;0;12;397;108;20;822
BABYFOOD,TEETHING BISCUITS 1 oz;0;19;398;90;50;7803
ZWIEBACK 1 oz;0;15;426;101;97;742
BABYFOOD,DSSRT,DUTCH APPL,STR 1 oz;0;6;75;2;4;1974
BABYFOOD,DSSRT,DUTCH APPL,JR 1 oz;0;14;79;2;16;1929
BABYFOOD,CHERRY COBBLER,JR 1 oz;0;19;78;3;1;192
BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR 1 oz;0;15;68;2;3;178
BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR 1 oz;0;13;69;2;2;184
BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR 1 oz;0;11;80;11;9;177
BABYFOOD,DSSRT,PEACH COBBLER,STR 1 tbsp;0;14;65;3;0;178
BABYFOOD,DSSRT,PEACH COBBLER,JR 1 tbsp;0;11;67;3;0;183
BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR 1 tbsp;0;11;81;13;3;203
BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR 1 tbsp;0;5;59;3;0;160
BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR 1 tbsp;0;3;63;3;0;172
BABYFOOD,DSSRT,TROPICAL FRUIT,JR 1 oz;0;11;60;2;0;164
BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR 1 cup;0;1;85;16;20;160
BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR 1 cup;0;3;86;176;98;1758
BABYFOOD,JUC,APPL&GRAPE 1 fl oz;0;7;46;1;2;1134
BABYFOOD,JUC,FRUIT PUNCH,W/CA 1 fl oz;0;3;52;2;1;127
BABYFOOD,JUC,APPL&CHERRY 1 fl oz;0;19;41;1;2;99
BABYFOOD,JUC,APPL,W/CA 1 serving;0;3;46;6;1;111
BABYFOOD,DINNER,VEG&CHICK,JR 1 cup;0;13;53;204;112;866
BABYFOOD,DINNER,MXD VEG,STR 1 oz;0;5;41;12;1;95
BABYFOOD,DINNER,MXD VEG,JR 1 oz;0;11;33;10;0;79
BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR 1 tbsp;0;1;67;4;2;178
BABYFOOD,VEG,MIX VEG JR 1 cup;0;18;36;14;4;82
BABYFOOD,VEG,GARDEN VEG,STR 1 oz;0;17;32;23;2;68
BABYFOOD,VEG,MIX VEG STR 1 oz;0;16;36;12;5;805
BABYFOOD,DINNER,BF NOODLE,JR 1 tbsp;0;11;57;25;19;74
BABYFOOD,APPLS W/HAM,STR 1 tbsp;0;10;62;26;9;109
BABYFOOD,CARROTS&BF,STR 1 tbsp;0;14;59;34;25;57
BABYFOOD,PLUMS,BANANAS&RICE,STR 1 oz;0;5;57;11;3;127
BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD 1 oz;0;9;59;38;16;75
BABYFOOD,DINNER,APPLS&CHICK,STR 1 oz;0;0;65;216;138;1087
BABYFOOD,DINNER,BROCCOLI & CHICK,JR 1 tbsp;0;9;62;359;248;634
BABYFOOD,DINNER,SWT POTATOES&CHICK,STR 1 tbsp;0;19;74;251;217;1104
BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD 1 oz;0;11;78;35;20;115
BABYFOOD,CRL,BARLEY,PREP W/WHL MILK 1 oz;0;4;111;46;33;163
BABYFOOD,CRL,HI PROT,PREP W/WHL MILK 1 oz;0;12;111;87;38;116
BABYFOOD,CRL,MXD,PREP W/WHL MILK 1 oz;0;4;113;48;35;159
BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK 1 oz;0;6;115;45;36;166
BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK 1 oz;0;1;116;50;41;153
BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK 1 oz;0;6;116;47;38;160
BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK 1 oz;0;19;115;50;39;153
BABYFOOD,CRL,RICE,PREP W/WHL MILK 1 oz;0;0;115;39;36;167
BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK 1 oz;0;4;115;39;33;171
BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK 1 oz;0;15;115;50;36;159
BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK 1 oz;0;16;112;69;39;134
BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK 1 oz;0;3;117;42;35;170
INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF 1 fl oz;0;7;66;145;337;739
INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON 1 fl oz;0;9;127;279;65;142
INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR 1 scoop;0;10;509;113;261;5732
INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF 1 fl oz;0;1;63;138;35;718
INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC 1 fl oz;0;18;128;268;731;1396
INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR 1 scoop;0;2;520;108;270;562
INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF 1 fl oz;0;16;63;138;35;718
INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC 1 fl oz;0;6;131;276;725;1431
INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA 1 scoop;0;16;511;108;270;562
INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON 1 scoop;0;16;511;108;270;562
INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON 1 scoop;0;5;462;150;180;600
INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA 1 oz;0;18;131;276;696;1434
INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF 1 Serving, 100 ml;0;7;66;183;35;681
INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN 1 scoop;0;12;502;142;250;550
INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA 1 serving, 100 ml;0;2;65;138;35;718
INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON 1 fl oz;0;18;127;353;673;1312
INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA 1 scoop;0;19;511;108;270;562
INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA 1 oz;0;17;131;276;716;1424
CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON 1 scoop;0;3;483;165;220;548
CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR 1 fl oz;0;16;88;333;448;857
INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON 1 scoop;0;6;519;140;280;528
INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR 1 serving, 100 ml;0;2;67;182;365;663
INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF 1 Serving, 100 ml;0;15;63;164;35;611
INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC 1 fl oz;0;18;131;319;713;1358
INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA 1 serving, 100 ml;0;9;64;138;35;718
INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON 1 scoop;0;2;510;125;270;543
INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA 1 oz;0;19;521;109;280;570
INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH 1 oz;0;12;132;268;711;1442
INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA 1 serving, 100 ml;0;6;66;138;35;644
INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO) 1 scoop;0;11;524;114;2871;5494
INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA 1 scoop;0;6;494;139;260;510
INF FOR,ABB NUT,SIMI NAT CA,ADVA,RTF,W/ ARA & DHA,(FOR ROS) 1 fl oz;0;1;78;212;424;827
INF FOR,ABB NU,SIM,SP CA,AD 24,W/ IRO,R,W/ ARA & DHA,(FO RO) 1 fl oz;0;11;70;18;326;833
INF FORM,ABB NUTR,SIMI,ISO,W/ IRON,RTF,(FOR RO) 1 fl oz;0;1;66;161;359;67
INF FORM,ABBOTT NUTR,SIMI,ISO,W/ IRON,LIQ CONC,(FORM ROSS) 1 fl oz;0;11;128;313;698;1321
INF FORMULA,A NUTR,SIM,IS,W/ IRON,PDR,NOT RECON,(FORROSS) 1 scoop;0;5;517;126;2809;5357
INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA 1 oz;0;2;126;353;673;1312
INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA 1 serving, 100 ml;0;7;66;183;35;681
INF FORM,ABBO NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF,(FORM RO) 1 fl oz;0;14;66;18;363;677
INF FORM,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,PDR,ARA&DHA 1 Serving, 100 ml;0;8;508;140;260;546
INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF,(FORMERLY ROSS) 1 fl oz;0;2;65;136;355;692
INF FORM,ABB NUTR,SIMI,W/ IRON,LIQ CONC,NOT RECON,(FORM RO) 1 fl oz;0;14;127;264;689;1376
INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA 1 scoop;0;14;510;125;270;530
INF FORM,ABBONUTR,SIMIL,W/ IRON,PDR,NOT REC,(FORME RO) 1 scoop;0;17;522;1089;2887;5473
INF FORM,MEJOH,ENFA,PROSO,LIPIL,LIQ CONC,NOT RE W/ ARA & DHA 1 oz;0;10;131;319;711;1358
INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF,(FORMERLY ROSS) 1 fl oz;0;9;65;136;355;693
INF FORM,AB NUTR,SIMILAC,LO IRON,LIQ CONC,NOT REC,(FORM RO) 1 fl oz;0;17;127;264;689;1376
INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA 1 serving, 100 ml;0;14;64;164;35;611
INF FORM,ABBO NUTR,SIMI,LO IRON,PDR,NOT REC,(FORM R) 1 scoop;0;18;522;1085;2887;5478
CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF,(FORMERLY ROSS) 1 fl oz;0;9;99;286;477;1115
INF FORMU,MEAD JOHNS,NEXT STEP,PROSO LIPIL,PDR,W/ ARA & DHA 3 scoop;0;18;480;156;210;571
INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA 1 serving, 100 ml;0;5;67;214;291;809
INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF 1 oz;0;6;63;138;35;718
INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,PDR,NOTREC 1 oz;0;13;523;1085;280;570
INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,LQCN,NOREC 1 oz;0;19;130;268;679;1442
INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST) 1 fl oz;0;15;63;14;35;64
INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST) 1 fl oz;0;7;130;29;70;139
INF FORM, PBM PROD, ULTRA BRIG BEGINN, PDR, ( WYETH-AYERST) 1 scoop;0;14;524;120;280;560
INF FORM,PBM,ULTRABRIGHTBEGIN,SOY,RTF,(FORM WY-AY) 1 fl oz;0;16;63;18;35;609
INF FOR,PBM PROD,ULTRA BRIGHT BEGI,S,LIQ CO,(FORME WYE-AYER) 1 fl oz;0;1;126;36;70;1218
INF FORM,PBM,ULTRA BRIGHT BEGIN,SOY,PDR (FORM WYETH-AYERST) 1 scoop;0;9;508;136;272;522
INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF 1 fl oz;0;0;65;17;27;854
INF FOR,NE,GOOD START 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON 1 fl oz;0;15;125;325;513;165
INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR 1 scoop;0;16;471;122;193;6223
INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF 1 fl oz;0;17;65;163;33;717
INF FORMULA,NES,G START ES,SOY,W/ IRON,LIQ CONC,NOT RECON 1 fl oz;0;17;128;32;65;141
INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,IRON,PDR 1 scoop;0;17;502;125;255;557
INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON 1 oz;0;0;480;156;210;571
INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR 1 fl oz;0;3;67;214;291;808
BABYFOOD,CORN & SWT POTATOES,STR 1 oz;0;3;68;126;28;1523
Infa for, A N, SI, ALI, ADVA ready, withARA and DHA, (fo R) 1 fl oz;0;6;67;18;363;677
INF FORM,PBM PRODU,STORE BRAND,RTF (FORM WYETH-AYERST) 1 fl oz;0;10;63;14;35;639
INF FORM,PBM PROD,STORE BRAND,LC,NOT REC (FORM WYETH-AYERST) 1 fl oz;0;7;130;29;70;139
INF FORMULA,PBM PRODUCTS,STORE BR,PDR,(FORME WYETH-AYERST) 1 scoop;0;18;524;120;280;560
INF FORMULA,PBM PRO,STORE BRAND,SOY,RTF,(FOR WYETH-AYERST) 1 fl oz;0;18;63;18;35;609
INF FOR,PBM PR,STORE BR,SOY,LIQ CONC,NOT RE (FOR WY-AYERST) 1 fl oz;0;2;126;36;70;1218
INF FORM,PBM PRODU,STORE BRA,SOY,PDR,(FORMER WYETH-AYERST) 1 scoop;0;0;508;136;272;522
INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,RTF,W/ ARA & DHA 1 serving, 100 ml;0;12;68;171;349;753
INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA 1 serving, 100 ml;0;13;509;1273;2597;5603
INF FORM,ABB NUTR,SIMI NEOS ADV,RTF,W/ ARA & DHA,(FORM ROSS) 1 fl oz;0;4;69;192;377;692
INF FORM,ABBOTT NUTR,NEOSURE ADVANCE,PDR,ARA&DHA (FORM ROSS) 1 fl oz;0;14;521;1442;2833;5202
INF FOR,ABBOTT NUTR,LA F ADVA,RTF,W/ ARA & DHA,(FORME RO) 1 fl oz;0;10;69;148;374;74
INF FOR NUTR,SI LAC ADVA,LIQ CONCENTW/ ARA & DHA,(FORME R) 1 fl oz;0;11;129;273;695;1378
INF FORM,ABBNUTR,LACT FREE ADVA,PDR,W/ ARA & DHA,(FOR RO) 1 fl oz;0;11;520;1113;2814;5567
INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,RTF,(FORM ROSS) 1 fl oz;0;8;66;136;37;692
INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,PDR,N REC(FORMERLY ROSS) 1 scoop;0;15;522;1089;2887;5473
INF FOR,AB N,SII,ADVANCE,W/ IR,LIQ CO,NOT RECON,(FORME ROS) 1 fl oz;0;14;127;264;689;1352
INF FORM,ABB NUTR,SIMI,ISO,ADVANCE W/ IR,LI CONC,(FORM RO) 1 fl oz;0;0;128;313;698;1321
INF FORMULA,ABB NUTR,SIMI,ISO,ADVA W/ IRON,RTF,(FORM RO) 1 fl oz;0;18;66;161;359;67
INF FORM,AB NUTR,SIMI,ISOMIL,ADV W/ IRON,PDR,NOT RE,(FOR RO) 1 scoop;0;14;517;126;2809;5357
INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA 1 fl oz;0;5;71;20;38;74
FAT,BEEF TALLOW 1 cup;0;7;902;0;1000;0
LARD 1 cup;0;3;902;0;1000;0
SALAD DRSNG,KRAFT MAYO LT MAYO 1 tbsp;0;14;334;6;329;85
SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG 1 tbsp;0;7;231;6;186;144
SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG 1 tbsp;0;6;70;2;27;124
SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG 1 tbsp;0;0;84;2;27;155
SALAD DRSNG,RUSSIAN DRSNG 1 cup;0;5;355;69;2618;319
SALAD DRSNG,SESAME SD DRSNG,REG 1 tablespoon;0;2;443;31;452;86
SALAD DRSNG,1000 ISLAND,COMM,REG 1 cup;0;12;370;109;3506;1464
SALAD DRSNG,MAYO TYPE,REG,W/SALT 1 cup;0;13;390;9;334;239
SALAD DRSNG,FRENCH DRSNG,RED FAT 1 tablespoon;0;14;222;58;1152;3122
SALAD DRSNG,ITALIAN DRSNG,RED FAT 1 tablespoon;0;13;75;47;638;457
SALAD DRSNG,RUSSIAN DRSNG,LO CAL 1 tablespoon;0;5;141;5;40;276
SALAD DRSNG,1000 ISLAND DRSNG,RED FAT 1 tablespoon;0;4;195;83;1132;2406
SALAD DRSNG,MAYO,SOYBN OIL,W/SALT 1 cup;0;3;718;9;7939;316
SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT 1 tablespoon;0;2;717;11;794;27
SALAD DRSNG,MAYO,IMITN,SOYBN 1 cup;0;18;232;3;192;160
SALAD DRSNG,MAYO,IMITN,MILK CRM 1 tablespoon;0;3;97;21;51;111
SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL 1 tablespoon;0;14;482;1;477;158
SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS 1 tablespoon;0;11;389;9;340;224
SHORTENING,HOUSEHOLD,SOYBN (HYDR) -COTTONSEED (HYDR) 1 cup;0;14;884;0;1000;0
OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) 1 cup;0;18;884;0;1000;0
OIL,VEG,RICE BRAN 1 tablespoon;0;13;884;0;1000;0
OIL,WHEAT GERM 1 tablespoon;0;6;884;0;1000;0
OIL,PNUT,SALAD OR COOKING 1 cup;0;6;884;0;1000;0
OIL,SOYBN,SALAD OR COOKING 1 cup;0;8;884;0;1000;0
VEGETABLE OIL,COCONUT 1 tbsp;0;5;862;0;1000;0
OIL,OLIVE,SALAD OR COOKING 1 tablespoon;0;4;884;0;1000;0
OIL,VEGETABLE,PALM 1 tbsp;0;1;884;0;1000;0
OIL,SESAME,SALAD OR COOKING 1 tablespoon;0;10;884;0;1000;0
OIL,VEG,SUNFLOWER,LINOLEIC (LESS THAN 60%) 1 tbsp;0;4;884;0;1000;0
MARGARINE,REG,HARD,SOYBN (HYDR) 1 tsp;0;15;719;9;805;9
MARGARINE,REG,LIQ,SOYBN (HYDR&REG)&CTTNSD 1 cup;0;13;721;19;806;0
SALAD DRSNG,ITALIAN DRSNG,COMM,REG 1 cup;0;16;291;38;2837;1043
SALAD DRSNG,KRAFT RANCH DRSNG 2 tbsp;0;18;510;14;537;46
SALAD DRSNG,KRAFT ZESTY ITALIAN DRSNG 2 tbsp;0;0;351;3;359;57
SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG 2 tbsp;0;6;256;12;228;105
SALAD DRSNG,KRAFT LT DONE RIGHT! ITALIAN DRSNG 2 tbsp;0;12;170;11;144;80
SALAD DRSNG,KRAFT FREE FAT FREE RANCH DRSNG 2 tbsp;0;9;138;7;10;306
SALAD DRSNG,FRENCH DRSNG,COMM,REG 1 cup;0;17;457;77;4481;1558
SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG 2 tbsp;0;16;62;14;9;110
MARGARINE-LIKE SPRD,(APPROXIMATELY 37% FAT),UNSPEC OILS 1 cup;0;18;339;51;3777;66
MARGARINE,REG,UNSPEC OILS,WO/ SALT 1 tsp;0;11;714;5;803;5
MARGARINE,REG,UNSPEC OILS,W/SALT 1 tsp;0;15;717;16;8071;7
SALAD DRSNG,FRENCH,HOME RECIPE 1 tablespoon;0;6;631;1;702;34
SALAD DRSNG,HOME RECIPE,CKD 1 cup;0;10;157;42;95;149
SALAD DRSNG,HOME RECIPE,VINEGAR&OIL 1 tablespoon;0;19;449;0;501;25
SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT 1 tablespoon;0;16;459;77;4481;1558
SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT 1 tablespoon;0;2;233;58;1346;2928
SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT 1 tablespoon;0;5;292;38;2837;1043
SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT 1 tablespoon;0;4;76;47;638;457
SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT 1 tablespoon;0;12;717;11;794;27
SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE 1 tablespoon;0;3;631;1;702;34
SALAD DRSNG,FRENCH DRSNG,FAT-FREE 1 tablespoon;0;6;132;2;27;3214
OIL,VEG,COCOA BUTTER 1 tablespoon;0;13;884;0;1000;0
OIL,VEG,CTTNSD,SALAD OR COOKING 1 tablespoon;0;5;884;0;1000;0
OIL,VEG,SUNFLOWER,LINOLEIC,(APPROX. 65%) 1 tbsp;0;3;884;0;1000;0
OIL,VEG SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%) 1 cup;0;9;884;0;1000;0
